number,value,datetime_start,datetime_complete,duration,params_class_weight,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_mean_best_iteration,state
37,0.8775089720584466,2025-09-12 15:54:56.993073,2025-09-12 15:58:33.909876,0 days 00:03:36.916803,,0.7370875529127464,0.0028337814380939956,8,52,1.0409301341990136,2996,124,9.763547251298392e-07,5.5106663129377294e-05,0.9649579429206546,2195.8,COMPLETE
38,0.8427166111253525,2025-09-12 15:57:08.916285,2025-09-12 15:57:12.894916,0 days 00:00:03.978631,,0.7461030879673283,0.08328695367029547,8,51,1.064195130356382,1268,126,2.5280061563417986e-07,0.0018594065107293241,0.9604050276800864,,PRUNED
39,0.8267912073827223,2025-09-12 15:57:13.109431,2025-09-12 15:57:29.507728,0 days 00:00:16.398297,,0.8869144942811447,0.0024055792878861105,14,84,0.5740291771993974,1246,167,6.008942633526361e-08,6.480145901453792e-05,0.7483554886916426,,PRUNED
40,0.8773551653422199,2025-09-12 15:57:29.801554,2025-09-12 15:58:41.015809,0 days 00:01:11.214255,,0.7853176906214344,0.009650082377261608,-1,49,1.0360452820473007,601,95,1.827349659711403e-05,1.053093456903554e-06,0.9369233337840932,517.8,COMPLETE
41,0.8413387592924891,2025-09-12 15:57:30.915089,2025-09-12 15:57:48.494700,0 days 00:00:17.579611,,0.835428934098497,0.0050985201449794924,-1,50,1.0697333844038937,664,99,1.5054522940565601e-05,4.042812915455051e-07,0.9702215216188392,,PRUNED
42,0.8557421174057933,2025-09-12 15:57:48.793434,2025-09-12 15:58:05.191632,0 days 00:00:16.398198,,0.7437301604093193,0.021172482062947032,10,124,1.7264825980513858,1914,66,1.2288463087283122e-06,0.0020372337919642935,0.9347246225965573,,PRUNED
43,0.8515204434760317,2025-09-12 15:58:04.901629,2025-09-12 15:58:54.401205,0 days 00:00:49.499576,,0.7531006926809658,0.0029334547343111517,14,18,0.48081395397436655,2536,62,0.004009739102633961,0.0004037344194628935,0.7496770150923975,,PRUNED
44,0.8429088695206357,2025-09-12 15:58:05.596281,2025-09-12 15:58:39.296959,0 days 00:00:33.700678,,0.7967317368224256,0.0034456883717392684,14,36,0.5086242928380331,2550,39,0.0030899141891599885,0.14373830210398034,0.6610760591823783,,PRUNED
45,0.8795020507562162,2025-09-12 15:58:15.494119,2025-09-12 16:02:44.798165,0 days 00:04:29.304046,,0.7945970982149294,0.0031960938874556347,14,96,0.39905038445167756,2588,95,0.0018070423647081266,8.41087518216992e-07,0.8801654946454063,2189.2,COMPLETE
46,0.841514996154832,2025-09-12 15:58:34.209529,2025-09-12 15:59:49.108079,0 days 00:01:14.898550,,0.6947634456753291,0.0013480490968400345,14,37,0.41191358653137994,2640,148,1.2898631249932633e-05,8.272031877376218e-07,0.9303849353811172,,PRUNED
47,0.8261503460651114,2025-09-12 15:58:39.596750,2025-09-12 15:59:05.200846,0 days 00:00:25.604096,,0.7179443322190824,0.001265592041917882,14,20,0.40002568795598825,2783,97,1.9963697046977804e-05,7.010530316645379e-07,0.8886133182205247,,PRUNED
48,0.825060881825173,2025-09-12 15:58:41.391015,2025-09-12 15:58:55.522695,0 days 00:00:14.131680,,0.7027759107317685,0.0011476280185253036,14,17,0.36151376320220197,2795,142,7.63193089227273e-05,6.147315554834658e-08,0.9678631820380981,,PRUNED
49,0.842508331197129,2025-09-12 15:58:54.610438,2025-09-12 15:59:59.398908,0 days 00:01:04.788470,,0.6881774448037664,0.0014930856090629168,14,96,0.30095848110310286,2768,148,9.757466639665503e-05,5.219232155001811e-05,0.8811663949756279,,PRUNED
50,0.8806844398872083,2025-09-12 15:58:55.909903,2025-09-12 16:02:18.799245,0 days 00:03:22.889342,balanced,0.715164415366333,0.004757393108854508,8,38,0.7417250468482877,2700,112,1.988072867483472e-06,2.7890077025393214e-05,0.8711162289494212,1485.8,COMPLETE
51,0.8783228659318123,2025-09-12 15:59:05.691981,2025-09-12 16:03:24.604747,0 days 00:04:18.912766,balanced,0.6577082095467016,0.004582890998004437,8,77,0.6729790963435425,2670,125,1.9691225214066095e-06,3.976375543318428e-05,0.8757527626242883,1769.0,COMPLETE
52,0.8429569341194567,2025-09-12 15:59:49.494908,2025-09-12 16:00:36.106741,0 days 00:00:46.611833,balanced,0.652062997920092,0.0022321105267084545,8,96,0.6867131000224675,2385,126,2.027313713598165e-06,4.4444340455024046e-05,0.8671158955233401,,PRUNED
53,0.8812163547808254,2025-09-12 15:59:59.706664,2025-09-12 16:04:23.193031,0 days 00:04:23.486367,balanced,0.6154672739049698,0.004595620475058718,8,72,0.7072726787062906,2364,127,0.0011090300903111062,0.00017801252742218515,0.7433658715570274,2154.0,COMPLETE
54,0.831197128941297,2025-09-12 16:00:36.404375,2025-09-12 16:01:01.414540,0 days 00:00:25.010165,balanced,0.8285092679166508,0.002834385871811998,8,76,4.467436251715535,2905,171,0.0012800024330049033,0.00016395819965132392,0.9779903245776164,,PRUNED
55,0.8791463727249423,2025-09-12 16:01:01.799169,2025-09-12 16:03:45.510447,0 days 00:02:43.711278,,0.7908361923709688,0.005254551041557815,-1,54,0.9072379725755703,2895,115,4.9293068667916775e-05,2.163012556559052e-06,0.9471547610941579,1028.2,COMPLETE
56,0.882363496539349,2025-09-12 16:02:19.113823,2025-09-12 16:08:12.918308,0 days 00:05:53.804485,balanced,0.7247015129643017,0.004531724701139716,8,58,0.19336575892532465,2642,122,2.295689227105795e-07,1.2401518513470894e-07,0.8014570897054052,2265.2,COMPLETE
57,0.8814278390156369,2025-09-12 16:02:45.302845,2025-09-12 16:07:57.914026,0 days 00:05:12.611181,balanced,0.871707933463647,0.005074614568810756,16,83,0.1479874413745107,2376,107,0.015788348719428982,5.4611917479319404e-08,0.8381090280112075,1577.0,COMPLETE
58,0.8828601640604974,2025-09-12 16:03:25.101998,2025-09-12 16:08:39.294041,0 days 00:05:14.192043,balanced,0.8766439994011423,0.005803052276526032,16,88,0.14907922694020928,2383,108,0.0362308730701126,2.4086502584164975e-07,0.804462965541493,1744.8,COMPLETE
59,0.8407780056395796,2025-09-12 16:03:45.904803,2025-09-12 16:04:14.396825,0 days 00:00:28.492022,balanced,0.7628582744885621,0.004169423624127812,-1,145,2.82982392078706,2433,73,6.857469583188271e-06,8.952734233286324e-08,0.9012467355489728,,PRUNED
60,0.8433254293770829,2025-09-12 16:04:14.914321,2025-09-12 16:04:45.213715,0 days 00:00:30.299394,balanced,0.8719870047534167,0.006225622195506608,16,28,0.1469010918659937,2883,108,0.00031175796874747554,2.7994429405100203e-06,0.9200646001328725,,PRUNED
