number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_class_weight,params_criterion,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_n_estimators,state
158,0.9116232985738884,2025-09-18 18:55:17.047573,2025-09-18 18:55:23.618123,0 days 00:00:06.570550,False,balanced,entropy,8.0,0.8,3,5,1275,PRUNED
159,0.9195394189722697,2025-09-18 18:55:23.637547,2025-09-18 18:55:31.056866,0 days 00:00:07.419319,False,balanced,entropy,24.0,0.5,1,4,1159,COMPLETE
160,0.9179579638111944,2025-09-18 18:55:31.077087,2025-09-18 18:55:36.817914,0 days 00:00:05.740827,False,balanced,entropy,24.0,0.5,1,36,1203,PRUNED
161,0.9187484735878643,2025-09-18 18:55:36.836734,2025-09-18 18:55:44.211101,0 days 00:00:07.374367,False,balanced,entropy,24.0,0.5,2,4,1147,COMPLETE
162,0.9196174887006705,2025-09-18 18:55:44.230957,2025-09-18 18:55:51.642992,0 days 00:00:07.412035,False,balanced,entropy,24.0,0.5,1,4,1142,COMPLETE
163,0.9186888867231914,2025-09-18 18:55:51.663053,2025-09-18 18:55:57.272122,0 days 00:00:05.609069,False,balanced,entropy,24.0,0.5,1,33,1141,PRUNED
164,0.9180800955053563,2025-09-18 18:55:57.288877,2025-09-18 18:56:04.649344,0 days 00:00:07.360467,False,balanced,entropy,24.0,0.5,1,6,1147,COMPLETE
165,0.9177801773579329,2025-09-18 18:56:04.669469,2025-09-18 18:56:12.097762,0 days 00:00:07.428293,False,balanced,entropy,24.0,0.5,1,7,1174,COMPLETE
166,0.9188787906454519,2025-09-18 18:56:12.120755,2025-09-18 18:56:19.866700,0 days 00:00:07.745945,False,balanced,entropy,24.0,0.5,2,4,1238,COMPLETE
167,0.9189015459134625,2025-09-18 18:56:19.887665,2025-09-18 18:56:27.665328,0 days 00:00:07.777663,False,balanced,entropy,24.0,0.5,2,4,1257,COMPLETE
168,0.9193148394894977,2025-09-18 18:56:27.685583,2025-09-18 18:56:35.504916,0 days 00:00:07.819333,False,balanced,entropy,24.0,0.5,1,4,1229,COMPLETE
169,0.9193148240454156,2025-09-18 18:56:35.526183,2025-09-18 18:56:43.465705,0 days 00:00:07.939522,False,balanced,entropy,24.0,0.5,1,4,1234,COMPLETE
170,0.9193636358068416,2025-09-18 18:56:43.487118,2025-09-18 18:56:51.443337,0 days 00:00:07.956219,False,balanced,entropy,24.0,0.5,1,4,1238,COMPLETE
171,0.9193278940757696,2025-09-18 18:56:51.468850,2025-09-18 18:56:59.274291,0 days 00:00:07.805441,False,balanced,entropy,24.0,0.5,1,4,1230,COMPLETE
172,0.9193278940757696,2025-09-18 18:56:59.295025,2025-09-18 18:57:07.128562,0 days 00:00:07.833537,False,balanced,entropy,24.0,0.5,1,4,1230,COMPLETE
173,0.9193995819075458,2025-09-18 18:57:07.149288,2025-09-18 18:57:14.837105,0 days 00:00:07.687817,False,balanced,entropy,24.0,0.5,1,4,1221,COMPLETE
174,0.9193833412917958,2025-09-18 18:57:14.859901,2025-09-18 18:57:22.665056,0 days 00:00:07.805155,False,balanced,entropy,24.0,0.5,1,4,1222,COMPLETE
175,0.9194189271011087,2025-09-18 18:57:22.685215,2025-09-18 18:57:30.535255,0 days 00:00:07.850040,False,balanced,entropy,24.0,0.5,1,4,1242,COMPLETE
176,0.9194289824678252,2025-09-18 18:57:30.557194,2025-09-18 18:57:38.370124,0 days 00:00:07.812930,False,balanced,entropy,24.0,0.5,1,4,1217,COMPLETE
177,0.9194289824678252,2025-09-18 18:57:38.393217,2025-09-18 18:57:45.982937,0 days 00:00:07.589720,False,balanced,entropy,24.0,0.5,1,4,1217,COMPLETE
178,0.9193441522512295,2025-09-18 18:57:46.003311,2025-09-18 18:57:53.759241,0 days 00:00:07.755930,False,balanced,entropy,24.0,0.5,1,4,1228,COMPLETE
179,0.9190256765584213,2025-09-18 18:57:53.779224,2025-09-18 18:58:01.598234,0 days 00:00:07.819010,False,balanced,entropy,24.0,0.5,1,3,1209,COMPLETE
180,0.91905176468047,2025-09-18 18:58:01.619261,2025-09-18 18:58:09.281179,0 days 00:00:07.661918,False,balanced,entropy,24.0,0.5,1,3,1215,COMPLETE
181,0.9190598270201471,2025-09-18 18:58:09.302051,2025-09-18 18:58:17.110412,0 days 00:00:07.808361,False,balanced,entropy,24.0,0.5,1,3,1239,COMPLETE
182,0.9190387150130324,2025-09-18 18:58:17.131862,2025-09-18 18:58:24.979362,0 days 00:00:07.847500,False,balanced,entropy,24.0,0.5,1,3,1224,COMPLETE
183,0.9190224589532004,2025-09-18 18:58:25.000027,2025-09-18 18:58:32.769951,0 days 00:00:07.769924,False,balanced,entropy,24.0,0.5,1,3,1223,COMPLETE
184,0.9190192662066045,2025-09-18 18:58:32.789888,2025-09-18 18:58:40.524447,0 days 00:00:07.734559,False,balanced,entropy,24.0,0.5,1,3,1211,COMPLETE
185,0.9190256765584213,2025-09-18 18:58:40.543855,2025-09-18 18:58:48.445719,0 days 00:00:07.901864,False,balanced,entropy,24.0,0.5,1,3,1209,COMPLETE
186,0.919379445627909,2025-09-18 18:58:48.465454,2025-09-18 18:58:56.347950,0 days 00:00:07.882496,False,balanced,entropy,24.0,0.5,1,2,1215,COMPLETE
187,0.9194056960185992,2025-09-18 18:58:56.368008,2025-09-18 18:59:04.510722,0 days 00:00:08.142714,False,balanced,entropy,24.0,0.5,1,2,1283,COMPLETE
188,0.9194008857159834,2025-09-18 18:59:04.531610,2025-09-18 18:59:12.533809,0 days 00:00:08.002199,False,balanced,entropy,24.0,0.5,1,2,1286,COMPLETE
189,0.9194073515501356,2025-09-18 18:59:12.555666,2025-09-18 18:59:20.604008,0 days 00:00:08.048342,False,balanced,entropy,24.0,0.5,1,2,1284,COMPLETE
190,0.9149825528946847,2025-09-18 18:59:20.625800,2025-09-18 18:59:30.039253,0 days 00:00:09.413453,True,balanced,entropy,24.0,0.5,1,2,1288,COMPLETE
191,0.919402504012473,2025-09-18 18:59:30.063077,2025-09-18 18:59:38.307663,0 days 00:00:08.244586,False,balanced,entropy,24.0,0.5,1,2,1285,COMPLETE
192,0.9193958397324458,2025-09-18 18:59:38.328303,2025-09-18 18:59:46.397053,0 days 00:00:08.068750,False,balanced,entropy,24.0,0.5,1,2,1274,COMPLETE
193,0.9193451845717473,2025-09-18 18:59:46.417188,2025-09-18 18:59:54.896078,0 days 00:00:08.478890,False,balanced,entropy,24.0,0.5,1,2,1330,COMPLETE
194,0.9193532809730296,2025-09-18 18:59:54.916519,2025-09-18 19:00:03.238625,0 days 00:00:08.322106,False,balanced,entropy,24.0,0.5,1,2,1333,COMPLETE
195,0.9193532809730296,2025-09-18 19:00:03.259078,2025-09-18 19:00:11.853850,0 days 00:00:08.594772,False,balanced,entropy,24.0,0.5,1,2,1333,COMPLETE
196,0.9193533140297119,2025-09-18 19:00:11.873838,2025-09-18 19:00:20.316725,0 days 00:00:08.442887,False,balanced,entropy,24.0,0.5,1,2,1348,COMPLETE
197,0.9193353535673445,2025-09-18 19:00:20.336776,2025-09-18 19:00:28.910497,0 days 00:00:08.573721,False,balanced,entropy,24.0,0.5,1,2,1334,COMPLETE
198,0.9193647664511552,2025-09-18 19:00:28.930920,2025-09-18 19:00:37.502503,0 days 00:00:08.571583,False,balanced,entropy,24.0,0.5,1,2,1329,COMPLETE
199,0.9193371229196492,2025-09-18 19:00:37.522511,2025-09-18 19:00:45.960557,0 days 00:00:08.438046,False,balanced,entropy,24.0,0.5,1,2,1345,COMPLETE
