number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_class_weight,params_criterion,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_n_estimators,state
158,0.8655280697257114,2025-09-18 18:40:00.820423,2025-09-18 18:40:08.850669,0 days 00:00:08.030246,False,,entropy,16.0,0.5,2,33,1399,COMPLETE
159,0.8818524096385542,2025-09-18 18:40:08.870145,2025-09-18 18:40:14.484688,0 days 00:00:05.614543,False,,gini,32.0,1.0,1,5,706,COMPLETE
160,0.8649064342476288,2025-09-18 18:40:14.504480,2025-09-18 18:40:21.903737,0 days 00:00:07.399257,True,,entropy,32.0,0.5,3,46,1038,PRUNED
161,0.8682709561650859,2025-09-18 18:40:21.921809,2025-09-18 18:40:26.562817,0 days 00:00:04.641008,False,,entropy,32.0,0.5,12,2,782,PRUNED
162,0.8824484106639321,2025-09-18 18:40:26.579271,2025-09-18 18:40:34.350417,0 days 00:00:07.771146,False,,entropy,32.0,0.5,2,3,1240,COMPLETE
163,0.8824676365034605,2025-09-18 18:40:34.371210,2025-09-18 18:40:42.224809,0 days 00:00:07.853599,False,,entropy,32.0,0.5,2,4,1239,COMPLETE
164,0.884145091002307,2025-09-18 18:40:42.246198,2025-09-18 18:40:49.725930,0 days 00:00:07.479732,False,,entropy,32.0,0.5,1,3,1173,COMPLETE
165,0.8822449371955908,2025-09-18 18:40:49.746771,2025-09-18 18:40:57.305697,0 days 00:00:07.558926,False,,entropy,32.0,0.5,1,5,1215,COMPLETE
166,0.8838326711099718,2025-09-18 18:40:57.326525,2025-09-18 18:41:05.262991,0 days 00:00:07.936466,False,,entropy,32.0,0.5,1,2,1245,COMPLETE
167,0.8656594462958216,2025-09-18 18:41:05.284462,2025-09-18 18:41:11.915826,0 days 00:00:06.631364,False,,entropy,8.0,0.5,1,2,1174,PRUNED
168,0.8810048705460138,2025-09-18 18:41:11.936927,2025-09-18 18:41:17.471043,0 days 00:00:05.534116,False,,entropy,16.0,0.5,1,6,871,COMPLETE
169,0.8840858113304281,2025-09-18 18:41:17.492350,2025-09-18 18:41:25.193622,0 days 00:00:07.701272,False,,entropy,32.0,0.5,1,3,1190,COMPLETE
170,0.8757994744937194,2025-09-18 18:41:25.218689,2025-09-18 18:41:31.319725,0 days 00:00:06.101036,False,,entropy,32.0,log2,1,2,1158,COMPLETE
171,0.8839368110740835,2025-09-18 18:41:31.339336,2025-09-18 18:41:39.144595,0 days 00:00:07.805259,False,,entropy,32.0,0.5,1,3,1243,COMPLETE
172,0.8826246475262753,2025-09-18 18:41:39.165705,2025-09-18 18:41:47.544385,0 days 00:00:08.378680,False,,entropy,32.0,0.5,1,5,1347,COMPLETE
173,0.884326134324532,2025-09-18 18:41:47.565533,2025-09-18 18:41:55.598736,0 days 00:00:08.033203,False,,entropy,32.0,0.5,1,4,1265,COMPLETE
174,0.8822241092027685,2025-09-18 18:41:55.619321,2025-09-18 18:42:03.421580,0 days 00:00:07.802259,False,,entropy,32.0,0.5,1,5,1214,COMPLETE
175,0.8840954242501923,2025-09-18 18:42:03.441209,2025-09-18 18:42:11.863028,0 days 00:00:08.421819,False,,entropy,32.0,0.5,1,4,1350,COMPLETE
176,0.8841819405280698,2025-09-18 18:42:11.883106,2025-09-18 18:42:21.716161,0 days 00:00:09.833055,False,,entropy,32.0,1.0,1,4,1343,COMPLETE
177,0.8841739297615996,2025-09-18 18:42:21.737458,2025-09-18 18:42:31.651004,0 days 00:00:09.913546,False,,entropy,32.0,1.0,1,4,1342,COMPLETE
178,0.8840313381184313,2025-09-18 18:42:31.672115,2025-09-18 18:42:41.783424,0 days 00:00:10.111309,False,,entropy,32.0,1.0,1,4,1370,COMPLETE
179,0.8841787362214817,2025-09-18 18:42:41.803807,2025-09-18 18:42:52.009176,0 days 00:00:10.205369,False,,entropy,32.0,1.0,1,4,1363,COMPLETE
180,0.8854892976159959,2025-09-18 18:42:52.029234,2025-09-18 18:43:02.105467,0 days 00:00:10.076233,False,,entropy,32.0,1.0,1,3,1340,COMPLETE
181,0.8841627146885415,2025-09-18 18:43:02.125071,2025-09-18 18:43:12.116116,0 days 00:00:09.991045,False,,entropy,32.0,1.0,1,4,1365,COMPLETE
182,0.8841771340681877,2025-09-18 18:43:12.136894,2025-09-18 18:43:22.129011,0 days 00:00:09.992117,False,,entropy,32.0,1.0,1,4,1363,COMPLETE
183,0.8856302871058702,2025-09-18 18:43:22.149366,2025-09-18 18:43:32.249607,0 days 00:00:10.100241,False,,entropy,32.0,1.0,1,3,1368,COMPLETE
184,0.8851047808254295,2025-09-18 18:43:32.269766,2025-09-18 18:43:42.410518,0 days 00:00:10.140752,False,,entropy,32.0,1.0,1,2,1377,COMPLETE
185,0.8850535119200206,2025-09-18 18:43:42.431229,2025-09-18 18:43:52.499945,0 days 00:00:10.068716,False,,entropy,32.0,1.0,1,2,1363,COMPLETE
186,0.8851224045116638,2025-09-18 18:43:52.520423,2025-09-18 18:44:02.533652,0 days 00:00:10.013229,False,,entropy,32.0,1.0,1,2,1376,COMPLETE
187,0.8850743399128429,2025-09-18 18:44:02.554304,2025-09-18 18:44:12.567188,0 days 00:00:10.012884,False,,entropy,32.0,1.0,1,2,1368,COMPLETE
188,0.8850390925403742,2025-09-18 18:44:12.588233,2025-09-18 18:44:22.631626,0 days 00:00:10.043393,False,,entropy,32.0,1.0,1,2,1361,COMPLETE
189,0.8851336195847217,2025-09-18 18:44:22.652826,2025-09-18 18:44:33.198672,0 days 00:00:10.545846,False,,entropy,32.0,1.0,1,2,1450,COMPLETE
190,0.8851320174314278,2025-09-18 18:44:33.218700,2025-09-18 18:44:44.108589,0 days 00:00:10.889889,False,,entropy,32.0,1.0,1,2,1445,COMPLETE
191,0.8851175980517816,2025-09-18 18:44:44.129880,2025-09-18 18:44:54.769049,0 days 00:00:10.639169,False,,entropy,32.0,1.0,1,2,1442,COMPLETE
192,0.8851640604973083,2025-09-18 18:44:54.789433,2025-09-18 18:45:05.421779,0 days 00:00:10.632346,False,,entropy,32.0,1.0,1,2,1453,COMPLETE
193,0.885208920789541,2025-09-18 18:45:05.441865,2025-09-18 18:45:16.246820,0 days 00:00:10.804955,False,,entropy,32.0,1.0,1,2,1462,COMPLETE
194,0.885200910023071,2025-09-18 18:45:16.267564,2025-09-18 18:45:27.175904,0 days 00:00:10.908340,False,,entropy,32.0,1.0,1,2,1463,COMPLETE
195,0.8852089207895413,2025-09-18 18:45:27.196147,2025-09-18 18:45:38.029944,0 days 00:00:10.833797,False,,entropy,32.0,1.0,1,2,1465,COMPLETE
196,0.8852041143296591,2025-09-18 18:45:38.049987,2025-09-18 18:45:48.651797,0 days 00:00:10.601810,False,,entropy,32.0,1.0,1,2,1467,COMPLETE
197,0.8776179184824404,2025-09-18 18:45:48.671606,2025-09-18 18:45:59.904057,0 days 00:00:11.232451,True,,entropy,32.0,1.0,1,2,1466,COMPLETE
198,0.8844735324275828,2025-09-18 18:45:59.923492,2025-09-18 18:46:10.183127,0 days 00:00:10.259635,False,,entropy,32.0,1.0,2,2,1439,COMPLETE
199,0.881543194052807,2025-09-18 18:46:10.203830,2025-09-18 18:46:20.898121,0 days 00:00:10.694291,False,,gini,32.0,1.0,2,2,1461,COMPLETE
