number,value,datetime_start,datetime_complete,duration,params_class_weight,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_mean_best_iteration,state
45,0.8768880788432654,2025-09-10 11:55:11.479121,2025-09-10 11:56:12.682435,0 days 00:01:01.203314,,0.6847743012055284,0.018492247449895236,12,51,0.39118811418979516,1472,65,0.000856964257649822,0.012733291350907673,0.7820465626422176,362.0,COMPLETE
46,0.8772088214311136,2025-09-10 11:55:18.474518,2025-09-10 11:56:29.592161,0 days 00:01:11.117643,,0.7035794447558454,0.015334123798649403,12,48,0.41095119300785915,1545,70,1.3182150216541394e-08,0.0010307999107724776,0.7793462151160465,417.6,COMPLETE
47,0.8757174958165843,2025-09-10 11:55:38.995992,2025-09-10 11:56:37.774964,0 days 00:00:58.778972,,0.6616405179124973,0.017661107349873865,12,48,0.41098576506511864,1595,70,0.0032549516218498254,0.0009331413052214153,0.7676396022962072,356.2,COMPLETE
48,0.8752330264964489,2025-09-10 11:56:13.088557,2025-09-10 11:57:03.976947,0 days 00:00:50.888390,,0.6789446506605888,0.019649767897818363,12,45,0.38600685714632466,1536,71,0.008931872479925534,0.0010802830671013666,0.7825102767238991,287.0,COMPLETE
49,0.8727329604095297,2025-09-10 11:56:20.877681,2025-09-10 11:57:07.687128,0 days 00:00:46.809447,,0.6820645656633837,0.01901573851120489,12,46,0.9956881073588205,1261,100,0.001467322967495868,3.161256445055138e-05,0.728819610710909,293.2,COMPLETE
50,0.8774094726361173,2025-09-10 11:56:23.289261,2025-09-10 11:57:36.384342,0 days 00:01:13.095081,,0.6877928530699498,0.01826303912577507,12,49,0.25992721253350326,1303,111,1.4016029084997024e-08,7.511551993493404e-05,0.7207846548102882,381.2,COMPLETE
51,0.8763805053881176,2025-09-10 11:56:30.002312,2025-09-10 11:57:59.474187,0 days 00:01:29.471875,,0.674687493794375,0.018474509297378164,12,47,0.2623553354673903,1257,107,2.7206115130572335e-08,0.0009621499468559055,0.7349314825024604,345.8,COMPLETE
52,0.8763810608461604,2025-09-10 11:56:38.181898,2025-09-10 11:57:45.699821,0 days 00:01:07.517923,,0.6750449343119619,0.021028207318220495,12,46,0.26694322508058843,1241,105,0.01816120328584538,0.0008179069558637608,0.7786493233491827,304.0,COMPLETE
53,0.8757171463148945,2025-09-10 11:57:04.201940,2025-09-10 11:58:13.285221,0 days 00:01:09.083281,,0.6458907105721527,0.019707842577868354,12,52,0.2488665821575975,1208,104,0.009742876368178744,8.312763319717578e-05,0.7543740655627881,330.6,COMPLETE
54,0.8815417600623721,2025-09-10 11:57:07.999811,2025-09-10 11:57:43.697104,0 days 00:00:35.697293,,0.6363638388107986,0.019408223341463877,12,24,0.2749772913207671,1423,107,0.017084397676781434,0.0008245999074558686,0.7587416900340263,,PRUNED
55,0.875678888785188,2025-09-10 11:57:36.792260,2025-09-10 11:58:47.403692,0 days 00:01:10.611432,,0.6365166779642164,0.018712833530637754,12,26,0.285895115330402,1080,113,0.023652540577277906,0.0006184545749961088,0.7600432448477563,278.0,COMPLETE
56,0.877603785103301,2025-09-10 11:57:44.100475,2025-09-10 11:58:46.095924,0 days 00:01:01.995449,,0.6570237450319024,0.02262350916950461,12,46,0.3284470690015713,1140,77,4.339078699222726e-08,6.805417622555345e-05,0.7900459428810824,289.2,COMPLETE
57,0.8779885661537676,2025-09-10 11:57:45.997633,2025-09-10 11:58:47.086150,0 days 00:01:01.088517,,0.6581988326552967,0.02353592963051209,12,54,0.2512850294469527,1164,113,4.3761120207596244e-08,4.899696409897925e-05,0.752520796468519,306.6,COMPLETE
58,0.8776700588323262,2025-09-10 11:57:59.880703,2025-09-10 11:59:04.000676,0 days 00:01:04.119973,,0.6098973002958505,0.0221848640354229,12,56,0.17161059583936172,1054,116,4.293468135038752e-08,0.00010364992042500094,0.7495967577902206,331.0,COMPLETE
59,0.8564148485835232,2025-09-10 11:58:13.774456,2025-09-10 11:58:20.395741,0 days 00:00:06.621285,,0.718068136443689,0.02664976174422941,12,23,3.552989020892885,1326,91,5.390959557189507e-08,8.913137964523069e-06,0.7027475651136844,,PRUNED
60,0.8749401242992605,2025-09-10 11:58:20.683121,2025-09-10 11:59:07.576997,0 days 00:00:46.893876,,0.6528126029821085,0.030859971636174707,12,59,0.19858133619374013,1060,114,2.3952803783121717e-08,0.00013543693259054603,0.7443264931733432,228.6,COMPLETE
61,0.875877195874742,2025-09-10 11:58:46.594800,2025-09-10 12:00:03.085551,0 days 00:01:16.490751,,0.6040752987961,0.023326918741735696,8,58,0.21309440484203857,1059,116,1.862660342230564e-07,7.629448938155281e-06,0.8534780725612069,323.0,COMPLETE
62,0.8976870350518142,2025-09-10 11:58:47.605432,2025-09-10 11:59:28.294664,0 days 00:00:40.689232,,0.6089979035157496,0.03196228343381278,8,55,0.6952510754448193,876,130,1.6389047368687904e-07,6.021731628495081e-06,0.8504610523394222,,PRUNED
63,0.8796738459539356,2025-09-10 11:58:47.687941,2025-09-10 11:59:07.879598,0 days 00:00:20.191657,,0.6009013486416432,0.026168537936428655,8,58,0.700091783005392,1001,124,9.708451881591931e-08,2.7128884417574874e-06,0.7982013032298251,,PRUNED
64,0.8692608270921525,2025-09-10 11:59:04.585112,2025-09-10 11:59:11.881209,0 days 00:00:07.296097,,0.6010157958758403,0.05567319282133878,8,59,0.1000457604781971,1033,136,1.8263635391043284e-07,4.345265421034635e-06,0.8383007355398906,,PRUNED
65,0.8751611983985587,2025-09-10 11:59:08.179808,2025-09-10 12:00:12.175108,0 days 00:01:03.995300,,0.7022372319089861,0.02355072183577202,10,39,0.09172098605911372,761,137,2.220814975755315e-07,5.802829250913382e-05,0.8414561770778753,249.0,COMPLETE
66,0.8823051684371245,2025-09-10 11:59:08.288859,2025-09-10 11:59:32.081680,0 days 00:00:23.792821,,0.6181341304962087,0.034920440332628845,10,39,0.08881442625063649,725,81,1.8996022626935421e-07,5.195916435458469e-05,0.8508938421689007,,PRUNED
67,0.8818828574213039,2025-09-10 11:59:12.192425,2025-09-10 11:59:43.194317,0 days 00:00:31.001892,,0.7052811697855985,0.024032023752283745,10,39,0.6623384964384711,723,83,2.064927670156487e-07,4.786638951706916e-05,0.7201142834491687,,PRUNED
68,0.8760475839780681,2025-09-10 11:59:28.496099,2025-09-10 12:00:30.886391,0 days 00:01:02.390292,,0.7070354668905275,0.02291445284315161,10,35,0.06698610593887261,714,81,4.943174156998632e-08,3.712758174785987e-05,0.708989631090729,259.0,COMPLETE
69,0.879657603222558,2025-09-10 11:59:32.284019,2025-09-10 12:00:01.575889,0 days 00:00:29.291870,,0.7141333345508387,0.022917643501627196,12,16,0.6206408225056309,1438,90,4.733533716394358e-08,1.7303631182040912e-05,0.7090935421681118,,PRUNED
70,0.8636763269293392,2025-09-10 11:59:43.601641,2025-09-10 12:00:00.985837,0 days 00:00:17.384196,,0.7019850789520075,0.00943731656984345,12,70,0.36253696602119323,435,91,5.034015460939566e-08,0.0002949139571289569,0.7957558333696751,,PRUNED
71,0.8697492673396289,2025-09-10 12:00:01.412342,2025-09-10 12:00:22.284481,0 days 00:00:20.872139,,0.7441894137187516,0.012324168845148266,12,13,0.11850638208487613,1405,96,2.003936684468704e-08,1.3825827625541954e-05,0.7093913430595633,,PRUNED
72,0.8755468812353169,2025-09-10 12:00:01.888830,2025-09-10 12:01:03.901749,0 days 00:01:02.012919,,0.7386812689985434,0.02214904253672781,12,31,0.20084010579781753,945,78,2.1152451295134494e-08,0.00014957099691150928,0.740584883628091,241.2,COMPLETE
73,0.8322451970042332,2025-09-10 12:00:03.292497,2025-09-10 12:00:10.781594,0 days 00:00:07.489097,,0.7356168877702699,0.002026423529116902,12,31,4.288220719409494,1371,139,1.9011191936622287e-08,0.00015335169041293697,0.7364340692673315,,PRUNED
74,0.868446760013025,2025-09-10 12:00:11.092158,2025-09-10 12:00:26.476672,0 days 00:00:15.384514,,0.623075182832338,0.012805244208946371,12,73,1.1080048234092312,957,80,0.0956358087105245,1.665312492098202e-06,0.8757769750243551,,PRUNED
75,0.8704168023445132,2025-09-10 12:00:12.580685,2025-09-10 12:00:32.077371,0 days 00:00:19.496686,,0.6684011468146225,0.01284080093225148,12,72,0.2895885142431619,1163,79,2.9049960924231576e-08,0.0020803773717893537,0.7688350012384471,,PRUNED
76,0.8759499822461816,2025-09-10 12:00:22.593712,2025-09-10 12:01:43.874859,0 days 00:01:21.281147,,0.6237417112555163,0.015729846479667294,12,42,0.30681125025508277,1143,109,3.225947334712279e-08,0.0005327964456263317,0.6883337742769373,386.4,COMPLETE
77,0.8775684309552165,2025-09-10 12:00:26.803718,2025-09-10 12:01:45.808213,0 days 00:01:19.004495,,0.6707182232782799,0.015249588622186097,12,43,0.32642563533323715,1150,106,3.36295013552376e-08,0.0018713856906784243,0.6930605350078518,394.2,COMPLETE
78,0.8755270100967169,2025-09-10 12:00:31.387070,2025-09-10 12:01:48.799956,0 days 00:01:17.412886,,0.6613004768379271,0.015615021451076416,12,44,0.3002376468703716,1150,108,9.856250675902858e-08,0.0020207934485528952,0.6881328071015552,397.8,COMPLETE
